team,player_id,player_name,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,E,SB%,MH,OPS,RISP,PH-BA,SBA,power,contact,batting_eye,speed,style
SK,52804,석정우,0.257,19,38,35,3,9,0,0,2,15,3,0,0,0,0,3,0,0,12,1,0.429,0.316,4,0.0,0,0.745,0.143,0.0,0.0,0.537,0.572,0.578,0.5,4
SK,67893,박성한,0.248,78,327,270,40,67,17,0,4,96,26,3,5,2,2,51,1,2,61,3,0.356,0.369,13,37.5,15,0.725,0.238,1.0,8.0,0.574,0.849,0.888,0.618,1
SK,54812,정준재,0.232,76,263,224,34,52,7,2,0,63,14,23,2,5,0,33,0,1,58,4,0.281,0.333,7,92.0,11,0.614,0.271,0.2,25.0,0.5,0.819,0.811,0.868,1
SK,79456,이지영,0.23,39,124,113,9,26,3,1,1,34,9,1,1,3,1,6,0,1,13,4,0.301,0.273,1,50.0,8,0.574,0.108,0.0,2.0,0.519,0.66,0.641,0.529,4
SK,76802,김성현,0.229,31,86,70,11,16,2,0,1,21,7,1,1,4,1,11,0,0,10,2,0.3,0.329,3,50.0,1,0.629,0.235,0.5,2.0,0.519,0.628,0.661,0.529,4
SK,60558,오태곤,0.228,68,151,127,16,29,6,0,3,44,19,13,4,3,1,19,0,1,40,2,0.346,0.331,1,76.5,9,0.677,0.194,0.278,17.0,0.556,0.77,0.764,0.75,1
SK,68868,최준우,0.22,61,162,127,16,28,0,0,3,37,22,2,0,3,4,26,0,2,36,1,0.291,0.352,0,100.0,5,0.643,0.306,0.19,2.0,0.556,0.748,0.79,0.529,3
SK,66917,김찬형,0.206,32,68,63,4,13,2,0,0,15,5,0,0,1,0,3,0,1,13,3,0.238,0.254,3,0.0,3,0.492,0.263,0.0,0.0,0.5,0.619,0.599,0.5,4
SK,55844,맥브룸,0.203,22,80,74,8,15,3,0,4,30,11,0,0,0,0,5,2,1,28,2,0.405,0.263,0,0.0,4,0.668,0.261,0.0,0.0,0.574,0.576,0.565,0.5,4
SK,75847,최정,0.196,42,180,148,24,29,5,0,10,64,30,0,0,0,1,24,2,7,51,6,0.432,0.333,1,0.0,7,0.765,0.225,0.0,0.0,0.685,0.66,0.675,0.5,0
SK,66662,신범수,0.19,20,27,21,1,4,0,0,1,7,3,0,0,0,0,5,0,1,4,0,0.333,0.37,0,0.0,0,0.703,0.2,0.667,0.0,0.519,0.579,0.632,0.5,4
SK,69804,채현우,0.185,22,31,27,4,5,1,1,0,8,6,1,0,0,1,3,0,0,8,1,0.296,0.258,1,100.0,1,0.554,0.25,0.0,1.0,0.5,0.577,0.583,0.515,4
SK,62934,김성욱,0.182,19,34,33,1,6,1,0,0,7,5,1,1,0,0,1,0,0,11,0,0.212,0.206,0,50.0,2,0.418,0.5,0.0,2.0,0.5,0.562,0.545,0.529,4
SK,69813,하재훈,0.167,8,25,24,2,4,0,0,1,7,3,0,0,0,0,1,0,0,12,0,0.292,0.2,1,0.0,0,0.492,0.25,0.0,0.0,0.519,0.523,0.53,0.5,4
SK,50840,현원회,0.15,7,23,20,1,3,1,0,0,4,3,0,0,0,0,3,0,0,8,0,0.2,0.261,0,0.0,0,0.461,0.333,0.0,0.0,0.5,0.522,0.546,0.5,4
SK,54805,박지환,0.143,21,63,56,3,8,0,0,0,8,4,0,1,3,1,3,0,0,18,1,0.143,0.183,5,0.0,1,0.326,0.188,0.0,1.0,0.5,0.567,0.549,0.515,4
SK,68805,최상민,0.143,23,9,7,5,1,0,0,0,1,1,1,1,0,0,1,0,1,5,0,0.143,0.333,0,50.0,0,0.476,0.0,0.0,2.0,0.5,0.567,0.57,0.529,4
SK,67900,김수윤,0.091,7,12,11,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0.091,0.167,2,0.0,0,0.258,0.0,0.0,0.0,0.5,0.519,0.53,0.5,4
SK,71837,김강민,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
SK,51867,김건우,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
SK,69825,김창평,0.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
SK,73211,노경은,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
SK,53892,이로운,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
SK,55832,이율예,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.524,0.5,4
SK,51897,조병현,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
SK,68856,최민준,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
SK,54803,최현석,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
SK,68092,한두솔,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
SK,55897,홍대인,0.0,8,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0,100.0,0,0.0,0.0,0.0,1.0,0.5,0.514,0.509,0.515,4
NC,51903,김정호,0.444,7,10,9,2,4,0,0,0,4,0,0,0,1,0,0,0,0,4,0,0.444,0.444,0,0.0,1,0.888,0.0,0.0,0.0,0.5,0.532,0.548,0.5,4
NC,51996,오태양,0.4,4,6,5,1,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0.4,0.5,1,100.0,0,0.9,1.0,0.0,1.0,0.5,0.52,0.558,0.515,4
NC,62907,박민우,0.322,73,300,264,40,85,18,7,1,120,46,16,7,2,1,25,2,8,41,4,0.455,0.396,7,69.6,25,0.851,0.472,0.0,23.0,0.519,0.856,0.849,0.838,2
NC,54944,데이비슨,0.32,59,231,206,29,66,9,0,16,123,47,0,0,0,5,14,0,6,59,6,0.597,0.372,2,0.0,20,0.969,0.275,0.0,0.0,0.796,0.767,0.721,0.5,0
NC,50902,김한별,0.313,38,38,32,8,10,0,0,0,10,3,1,0,1,0,2,0,3,3,1,0.313,0.405,1,100.0,1,0.718,0.444,0.0,1.0,0.5,0.676,0.699,0.515,4
NC,77532,손아섭,0.308,67,235,211,17,65,11,3,0,82,30,0,3,2,1,21,2,0,29,1,0.389,0.369,0,0.0,16,0.758,0.324,0.143,3.0,0.5,0.817,0.812,0.544,2
NC,69995,서호철,0.281,51,153,135,8,38,4,0,1,45,17,3,3,6,4,5,0,3,22,4,0.333,0.313,3,50.0,8,0.646,0.27,0.167,6.0,0.519,0.722,0.678,0.588,2
NC,79215,박건우,0.281,59,206,171,17,48,11,1,3,70,32,1,2,0,4,27,1,4,28,4,0.409,0.383,2,33.3,14,0.792,0.309,0.5,3.0,0.556,0.77,0.809,0.544,3
NC,51907,김주원,0.261,79,347,299,55,78,12,3,5,111,26,21,5,4,2,35,1,7,58,7,0.371,0.35,20,80.8,18,0.721,0.241,0.0,26.0,0.593,0.859,0.838,0.882,1
NC,54908,고승완,0.25,5,4,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,100.0,0,0.5,0.0,0.0,1.0,0.5,0.518,0.536,0.515,4
NC,50906,박영빈,0.25,15,5,4,8,1,0,0,0,1,1,4,1,0,0,1,0,0,2,0,0.25,0.4,0,80.0,0,0.65,1.0,0.0,5.0,0.5,0.556,0.594,0.574,4
NC,63963,권희동,0.249,76,274,209,37,52,17,0,3,78,20,1,2,3,0,53,0,9,49,8,0.373,0.421,1,33.3,13,0.794,0.189,0.0,3.0,0.556,0.842,0.954,0.544,3
NC,67905,천재환,0.24,75,188,167,28,40,4,2,3,57,17,14,4,3,2,12,0,4,38,2,0.341,0.303,1,77.8,8,0.644,0.238,0.167,18.0,0.556,0.81,0.742,0.765,1
NC,69992,최정원,0.235,43,70,51,20,12,2,0,0,14,2,15,2,2,0,8,0,9,9,0,0.275,0.426,1,88.2,4,0.701,0.1,0.0,17.0,0.5,0.686,0.747,0.75,1
NC,51344,김휘집,0.224,78,276,245,35,55,9,1,10,96,25,1,0,1,0,20,0,10,55,2,0.392,0.309,13,100.0,15,0.701,0.192,0.333,1.0,0.685,0.826,0.763,0.515,0
NC,68912,김형준,0.222,65,221,198,24,44,6,1,12,88,35,2,0,1,2,19,0,1,69,2,0.444,0.291,3,100.0,10,0.735,0.286,0.0,2.0,0.722,0.751,0.682,0.529,0
NC,68904,오영수,0.221,32,77,68,3,15,2,0,2,23,10,1,2,0,0,8,0,1,22,0,0.338,0.312,1,33.3,4,0.65,0.235,0.167,3.0,0.537,0.621,0.623,0.544,4
NC,69203,송승환,0.214,12,14,14,0,3,1,0,0,4,2,0,0,0,0,0,0,0,5,0,0.286,0.214,0,0.0,0,0.5,0.667,0.333,0.0,0.5,0.54,0.534,0.5,4
NC,66965,도태훈,0.208,36,67,53,6,11,4,1,0,17,4,2,0,5,0,6,0,3,9,2,0.321,0.323,3,100.0,2,0.644,0.222,0.0,2.0,0.5,0.644,0.662,0.529,4
NC,50996,박시원,0.205,37,50,44,11,9,2,0,1,14,2,1,0,1,0,5,0,0,15,0,0.318,0.286,0,100.0,0,0.604,0.2,0.667,1.0,0.519,0.634,0.623,0.515,4
NC,64101,한석현,0.189,47,127,106,16,20,4,0,3,33,18,1,1,4,1,11,0,5,26,1,0.311,0.293,1,50.0,6,0.604,0.25,0.167,2.0,0.556,0.679,0.668,0.529,3
NC,50903,한재환,0.185,16,31,27,2,5,0,0,0,5,4,0,0,0,0,2,0,2,14,0,0.185,0.29,0,0.0,0,0.475,0.3,0.2,0.0,0.5,0.551,0.552,0.5,4
NC,62244,박세혁,0.13,30,59,54,5,7,1,0,2,14,7,0,0,0,1,4,0,0,20,3,0.259,0.186,3,0.0,1,0.445,0.158,0.143,0.0,0.537,0.59,0.557,0.5,4
NC,53992,박한결,0.118,8,19,17,2,2,0,0,2,8,3,0,0,0,0,2,0,0,8,0,0.471,0.211,0,0.0,0,0.682,0.25,0.0,0.0,0.537,0.522,0.539,0.5,4
NC,64022,안중열,0.08,13,30,25,1,2,1,0,0,3,6,0,0,0,0,4,0,1,6,0,0.12,0.233,2,0.0,0,0.353,0.25,0.0,0.0,0.5,0.54,0.567,0.5,4
NC,69980,김범준,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.524,0.5,4
NC,68928,김시훈,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
NC,65949,류진욱,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
NC,64995,배재환,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
NC,54904,손주환,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
NC,69969,전사민,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
NC,55926,정현창,0.0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.509,0.526,0.5,4
NC,51994,한재승,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
OB,55208,케이브,0.301,74,320,292,36,88,18,1,6,126,40,11,0,0,5,21,1,2,65,3,0.432,0.347,1,100.0,28,0.779,0.294,0.0,11.0,0.611,0.841,0.774,0.662,2
OB,76232,양의지,0.299,79,315,271,34,81,14,0,12,131,51,0,0,0,3,38,4,3,38,6,0.483,0.387,4,0.0,20,0.87,0.341,0.0,0.0,0.722,0.88,0.905,0.5,0
OB,50208,오명진,0.284,59,216,194,24,55,9,2,2,74,28,3,1,2,2,16,0,2,43,3,0.381,0.341,3,75.0,13,0.722,0.292,0.0,4.0,0.537,0.76,0.728,0.559,2
OB,55252,박준순,0.279,33,74,68,7,19,1,0,2,26,5,3,2,1,2,3,0,0,14,1,0.382,0.301,8,60.0,4,0.683,0.333,0.0,5.0,0.537,0.637,0.616,0.574,4
OB,54236,임종성,0.277,33,89,83,7,23,4,0,2,33,11,1,0,1,1,3,0,1,26,1,0.398,0.307,2,100.0,4,0.705,0.333,1.0,1.0,0.537,0.632,0.598,0.515,4
OB,67207,이유찬,0.27,32,112,100,13,27,5,1,0,34,8,6,1,1,0,10,0,1,24,3,0.34,0.342,1,85.7,4,0.682,0.24,0.0,7.0,0.5,0.634,0.64,0.603,4
OB,52267,김동준,0.262,23,65,61,5,16,3,0,1,22,8,1,1,1,0,3,0,0,13,1,0.361,0.297,1,50.0,2,0.658,0.304,0.286,2.0,0.519,0.593,0.589,0.529,4
OB,79231,정수빈,0.26,79,328,277,54,72,8,0,4,92,23,18,7,3,2,40,1,6,30,5,0.332,0.363,2,72.0,20,0.695,0.218,0.0,25.0,0.574,0.87,0.898,0.868,1
OB,64153,양석환,0.26,56,232,204,27,53,13,0,6,84,23,0,0,0,3,20,0,5,60,6,0.412,0.336,4,0.0,13,0.748,0.224,0.0,0.0,0.611,0.735,0.704,0.5,2
OB,68362,추재현,0.254,22,63,59,6,15,2,1,1,22,5,0,0,1,0,2,0,1,10,2,0.373,0.29,0,0.0,2,0.663,0.111,0.25,0.0,0.519,0.589,0.586,0.5,4
OB,63257,김인태,0.247,59,109,89,8,22,5,0,2,33,11,0,0,0,1,17,0,2,26,1,0.371,0.376,0,0.0,3,0.747,0.241,0.407,0.0,0.537,0.744,0.789,0.5,3
OB,78224,김재환,0.244,73,300,258,31,63,10,2,7,98,34,3,2,0,1,38,3,3,66,2,0.38,0.347,0,60.0,14,0.727,0.259,0.0,5.0,0.63,0.816,0.812,0.574,0
OB,66112,김기연,0.24,48,120,104,9,25,3,0,1,31,16,0,0,3,1,11,0,1,20,4,0.298,0.316,2,0.0,6,0.614,0.348,0.182,0.0,0.519,0.697,0.695,0.5,3
OB,53554,김민석,0.234,46,135,124,10,29,2,2,0,35,8,2,2,1,1,8,1,1,35,1,0.282,0.284,2,50.0,7,0.566,0.192,0.25,4.0,0.5,0.679,0.634,0.559,4
OB,64468,박계범,0.226,46,97,84,10,19,4,2,0,27,8,0,1,4,0,8,0,1,25,3,0.321,0.301,2,0.0,3,0.622,0.2,0.0,1.0,0.5,0.676,0.654,0.515,4
OB,66928,박준영,0.225,41,126,111,9,25,8,0,1,36,10,3,0,1,1,10,0,3,32,1,0.324,0.304,8,100.0,6,0.628,0.179,0.0,3.0,0.519,0.66,0.641,0.544,4
OB,66209,조수행,0.217,58,81,69,13,15,1,0,0,16,4,14,4,5,0,7,0,0,18,1,0.232,0.289,1,77.8,4,0.521,0.136,0.667,18.0,0.5,0.723,0.693,0.765,1
OB,63123,강승호,0.217,69,248,226,29,49,13,2,3,75,22,7,1,0,1,16,0,5,77,5,0.332,0.282,7,87.5,11,0.614,0.259,0.0,8.0,0.556,0.766,0.67,0.618,1
OB,69238,김대한,0.2,12,25,25,1,5,0,0,1,8,1,0,0,0,0,0,0,0,3,0,0.32,0.2,0,0.0,1,0.52,0.0,0.0,0.0,0.519,0.544,0.548,0.5,4
OB,55226,김준상,0.2,7,17,15,0,3,1,0,0,4,0,0,0,1,0,0,0,1,8,0,0.267,0.25,0,0.0,1,0.517,0.0,0.0,0.0,0.5,0.521,0.531,0.5,4
OB,55224,이선우,0.2,7,10,10,0,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0.3,0.2,1,0.0,0,0.5,0.0,0.5,0.0,0.5,0.526,0.541,0.5,4
OB,50204,박지훈,0.167,25,8,6,3,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0.167,0.286,1,0.0,0,0.453,0.0,0.0,0.0,0.5,0.584,0.573,0.5,4
OB,65269,김민혁,0.118,10,21,17,2,2,0,0,1,5,1,0,0,0,0,4,0,0,6,0,0.294,0.286,0,0.0,0,0.58,0.0,0.0,0.0,0.519,0.532,0.565,0.5,4
OB,54219,류현준,0.111,13,18,18,2,2,0,0,0,2,0,0,0,0,0,0,0,0,5,1,0.111,0.111,1,0.0,0,0.222,0.0,0.167,0.0,0.5,0.536,0.526,0.5,4
OB,54205,여동건,0.067,11,15,15,4,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0.067,0.067,1,0.0,0,0.134,0.25,0.0,0.0,0.5,0.531,0.53,0.5,4
OB,68830,김정우,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
OB,68269,김호준,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
OB,53204,박민준,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
OB,68249,박신지,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
OB,63202,장승현,0.0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.508,0.53,0.5,4
OB,54214,전다민,0.0,13,8,8,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0.0,0.0,1,100.0,0,0.0,0.0,0.0,3.0,0.5,0.534,0.53,0.544,4
OB,55267,홍민규,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
HT,61353,고종욱,0.405,17,39,37,6,15,1,0,1,19,6,2,0,0,0,2,1,0,4,0,0.514,0.436,0,100.0,3,0.95,0.3,0.5,2.0,0.519,0.586,0.609,0.529,4
HT,72443,최형우,0.331,79,331,278,48,92,23,1,14,159,54,0,0,0,2,47,7,4,54,7,0.572,0.432,0,0.0,24,1.004,0.351,1.0,0.0,0.759,0.892,0.943,0.5,0
HT,52605,김도영,0.33,27,111,100,19,33,9,0,7,63,26,3,0,0,2,9,1,0,18,3,0.63,0.378,3,100.0,10,1.008,0.333,1.0,3.0,0.63,0.624,0.638,0.544,0
HT,78603,김선빈,0.292,34,125,106,11,31,10,0,0,41,17,2,0,1,1,16,0,1,11,3,0.387,0.387,3,100.0,10,0.774,0.375,0.2,2.0,0.5,0.657,0.7,0.529,4
HT,69636,오선우,0.292,63,240,219,36,64,12,1,8,102,32,0,1,0,0,20,1,1,71,6,0.466,0.354,5,0.0,20,0.82,0.246,0.25,1.0,0.648,0.771,0.724,0.515,2
HT,64646,박찬호,0.287,73,328,282,43,81,12,0,3,102,25,16,3,6,4,35,0,1,42,3,0.362,0.363,8,84.2,22,0.725,0.339,0.0,19.0,0.556,0.845,0.844,0.779,2
HT,67609,박정우,0.28,38,61,50,11,14,2,0,0,16,4,1,1,0,0,9,0,2,11,1,0.32,0.41,0,50.0,1,0.73,0.286,0.0,2.0,0.5,0.666,0.718,0.529,3
HT,52667,윤도현,0.279,19,73,68,11,19,3,0,4,34,9,1,0,0,0,4,0,1,15,0,0.5,0.329,6,100.0,6,0.829,0.267,0.0,1.0,0.574,0.579,0.587,0.515,4
HT,55645,위즈덤,0.265,62,267,223,45,59,13,1,16,122,40,3,0,0,2,40,1,2,71,2,0.547,0.378,3,100.0,17,0.925,0.232,0.0,3.0,0.796,0.769,0.79,0.544,0
HT,67610,김석환,0.262,25,71,65,7,17,1,2,1,25,13,0,0,0,0,5,0,1,30,0,0.385,0.324,0,0.0,4,0.709,0.429,0.5,0.0,0.519,0.593,0.578,0.5,4
HT,65653,김호령,0.254,43,147,126,15,32,13,0,0,45,16,4,1,3,1,16,0,1,34,0,0.357,0.34,3,80.0,8,0.697,0.306,0.0,5.0,0.5,0.679,0.682,0.574,3
HT,66614,김규성,0.254,76,142,130,19,33,3,0,1,39,10,4,2,2,0,8,0,2,37,1,0.3,0.307,7,66.7,8,0.607,0.229,0.8,6.0,0.519,0.807,0.718,0.588,2
HT,63260,이우성,0.231,52,168,147,11,34,10,1,2,52,15,0,0,0,1,18,0,2,35,3,0.354,0.321,2,0.0,8,0.675,0.2,0.375,0.0,0.537,0.712,0.709,0.5,3
HT,78122,김태군,0.23,56,163,135,12,31,8,1,1,44,16,0,0,5,3,15,1,5,10,3,0.326,0.323,3,0.0,8,0.649,0.219,0.0,0.0,0.519,0.743,0.758,0.5,3
HT,62947,나성범,0.226,26,110,93,13,21,5,0,4,38,16,0,0,0,0,16,0,1,21,5,0.409,0.345,0,0.0,5,0.754,0.194,0.0,0.0,0.574,0.605,0.639,0.5,4
HT,68646,한준수,0.225,53,148,129,17,29,6,1,3,46,13,0,0,0,3,14,1,2,25,2,0.357,0.304,2,0.0,7,0.661,0.132,0.2,0.0,0.556,0.716,0.707,0.5,3
HT,66606,최원준,0.223,64,220,206,24,46,7,0,4,65,17,9,0,0,0,12,0,2,41,2,0.316,0.273,3,100.0,11,0.589,0.151,0.0,9.0,0.574,0.76,0.689,0.632,1
HT,63722,한승택,0.222,12,20,18,3,4,1,0,0,5,0,0,0,0,0,1,0,1,6,1,0.278,0.3,0,0.0,1,0.578,0.0,0.5,0.0,0.5,0.543,0.555,0.5,4
HT,50657,박민,0.216,19,42,37,4,8,3,0,1,14,3,1,0,1,0,3,0,1,14,0,0.378,0.293,2,100.0,2,0.671,0.25,0.0,1.0,0.519,0.568,0.57,0.515,4
HT,69727,변우혁,0.215,40,132,121,9,26,7,0,0,33,16,0,0,0,0,10,0,1,40,3,0.273,0.28,4,0.0,7,0.553,0.31,0.2,0.0,0.5,0.648,0.617,0.5,4
HT,65610,황대인,0.189,18,57,53,3,10,3,0,1,16,8,0,0,0,1,3,0,0,14,0,0.302,0.228,2,0.0,3,0.53,0.25,0.0,0.0,0.519,0.563,0.56,0.5,4
HT,65464,최정용,0.167,4,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.167,0.167,0,0.0,0,0.334,0.0,0.0,0.0,0.5,0.511,0.53,0.5,4
HT,50600,홍종표,0.16,40,62,50,10,8,0,0,0,8,1,1,1,4,1,7,0,0,14,1,0.16,0.259,0,50.0,1,0.419,0.063,0.0,2.0,0.5,0.64,0.64,0.529,4
HT,64560,이창진,0.145,20,80,62,6,9,2,0,1,14,6,0,2,1,1,14,0,2,16,1,0.226,0.316,0,0.0,1,0.542,0.154,1.0,2.0,0.519,0.572,0.613,0.529,4
HT,78168,서건창,0.136,10,26,22,1,3,1,0,1,7,2,1,0,2,0,2,0,0,5,1,0.318,0.208,0,100.0,0,0.526,0.0,0.333,1.0,0.519,0.532,0.55,0.515,4
HT,55636,박재현,0.1,30,32,30,6,3,1,0,0,4,0,3,1,0,0,2,0,0,12,0,0.133,0.156,1,75.0,0,0.289,0.0,0.0,4.0,0.5,0.583,0.54,0.559,4
HT,53659,정해원,0.067,9,18,15,4,1,0,0,0,1,0,0,0,0,0,3,0,0,4,3,0.067,0.222,0,0.0,0,0.289,0.167,0.0,0.0,0.5,0.525,0.556,0.5,4
HT,60337,김대유,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
HT,50662,정해영,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
HT,52641,황동하,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
KT,68504,이호연,0.347,18,53,49,8,17,4,0,1,24,4,0,0,1,0,2,0,1,8,2,0.49,0.385,1,0.0,4,0.875,0.333,0.2,0.0,0.519,0.583,0.596,0.5,4
KT,52001,안현민,0.342,54,233,196,39,67,9,3,15,127,49,5,0,0,0,33,2,4,34,2,0.648,0.446,3,100.0,20,1.094,0.328,0.0,5.0,0.778,0.768,0.825,0.574,0
KT,67644,이정훈,0.311,21,67,61,9,19,2,0,3,30,6,0,0,0,0,6,0,0,21,0,0.492,0.373,1,0.0,4,0.865,0.267,0.333,0.0,0.556,0.588,0.598,0.5,4
KT,76313,황재균,0.311,53,202,180,24,56,9,0,2,71,20,2,1,1,1,18,1,2,36,0,0.394,0.378,1,66.7,15,0.772,0.471,0.5,3.0,0.537,0.745,0.743,0.544,2
KT,64004,김민혁,0.288,73,288,264,31,76,7,1,0,85,26,8,3,2,1,17,1,4,24,9,0.322,0.339,1,72.7,19,0.661,0.258,0.0,11.0,0.5,0.844,0.806,0.662,2
KT,79402,김상수,0.27,56,224,185,26,50,8,0,3,67,24,3,0,1,3,34,1,1,19,2,0.362,0.381,3,100.0,13,0.743,0.293,0.0,3.0,0.556,0.76,0.822,0.544,3
KT,69056,박민석,0.263,18,21,19,5,5,1,1,0,8,1,0,1,0,0,2,0,0,4,0,0.421,0.333,2,0.0,1,0.754,0.0,0.0,1.0,0.5,0.573,0.593,0.515,4
KT,67025,로하스,0.259,76,326,282,40,73,18,0,11,124,38,1,1,0,4,39,2,1,57,9,0.44,0.347,3,50.0,17,0.787,0.262,0.0,2.0,0.704,0.84,0.836,0.529,2
KT,78548,장성우,0.255,79,297,255,26,65,11,0,7,97,38,0,1,1,6,35,1,0,60,5,0.38,0.338,4,0.0,16,0.718,0.189,0.4,1.0,0.63,0.846,0.828,0.515,2
KT,68050,강백호,0.255,43,176,157,15,40,7,0,7,68,23,1,1,0,1,17,1,1,29,5,0.433,0.33,1,50.0,10,0.763,0.268,0.667,2.0,0.63,0.684,0.687,0.529,0
KT,64504,오윤석,0.253,46,113,95,18,24,6,0,0,30,11,0,0,7,1,7,0,3,28,2,0.316,0.321,1,0.0,6,0.637,0.241,0.0,0.0,0.5,0.685,0.656,0.5,4
KT,51003,권동진,0.25,69,212,180,23,45,7,2,0,56,15,2,1,5,1,26,0,0,56,5,0.311,0.343,11,66.7,10,0.654,0.256,0.667,3.0,0.5,0.786,0.774,0.544,2
KT,79240,허경민,0.249,58,238,209,22,52,7,0,1,62,14,2,0,1,1,22,1,5,22,11,0.297,0.333,5,100.0,14,0.63,0.204,0.0,2.0,0.519,0.758,0.763,0.529,3
